trip_id,zone,payment_type,passenger_count,trip_distance,fare_amount
109266,Suburb,Card,2,4.6,8.23
109267,Suburb,Card,2,4.59,22.72
109268,Central,Cash,5,2.44,13.7
109269,East,Card,1,7.69,25.57
109270,South,Cash,5,0.4,22.44
109271,South,Card,3,3.57,32.14
109272,Downtown,Cash,3,4.92,39.11
109273,Airport,Card,5,8.51,7.79
109274,Downtown,Cash,4,4.42,18.43
109275,North,Card,2,2.76,18.84
109276,Airport,Card,2,1.86,18.54
109277,South,Card,4,5.2,37.72
109278,East,Cash,3,12.0,42.45
109279,Suburb,Cash,3,6.28,43.75
109280,West,Card,1,2.73,14.24
109281,Suburb,Card,5,12.18,25.63
109282,Downtown,Card,2,4.34,24.62
109283,South,Cash,3,6.39,66.85
109284,East,Cash,1,8.69,6.83
109285,South,Card,5,14.06,24.08
109286,Suburb,Card,1,2.18,16.9
109287,East,Card,2,6.46,37.94
109288,West,Cash,4,3.39,21.92
109289,Suburb,Card,3,5.87,8.69
109290,West,Wallet,5,1.87,15.8
109291,Suburb,Card,1,1.91,17.86
109292,Downtown,Cash,3,4.32,7.46
109293,Downtown,Card,3,6.01,12.11
109294,West,Cash,4,2.89,18.24
109295,Central,Card,1,4.08,27.47
109296,Central,Cash,4,12.78,9.45
109297,North,Card,5,7.32,28.99
109298,Airport,Card,5,3.03,22.94
109299,West,Card,1,9.11,21.1
109300,West,Cash,5,2.91,34.78
109301,South,Card,4,3.75,12.02
109302,Downtown,Cash,2,1.25,14.65
109303,West,Cash,4,8.11,21.31
109304,South,Card,5,4.76,30.2
109305,Downtown,Card,4,6.35,29.81
109306,North,Card,2,6.98,24.76
109307,Central,Cash,4,2.49,7.7
109308,South,Cash,5,2.54,14.47
109309,Central,Cash,4,8.28,19.74
109310,Downtown,Card,4,0.82,31.17
109311,Airport,Cash,1,9.77,11.92
109312,North,Card,1,9.2,24.86
109313,North,Card,5,1.68,32.09
109314,South,Card,1,1.76,26.04
109315,Downtown,Card,1,3.22,20.82
109316,West,Card,5,13.18,24.6
109317,East,Wallet,5,3.83,18.5
109318,East,Card,3,2.64,8.97
109319,North,Cash,4,1.57,18.41
109320,Suburb,Cash,3,1.92,18.39
109321,Downtown,Card,5,1.43,16.61
109322,Downtown,Cash,4,7.26,32.34
109323,Central,Cash,3,1.35,26.54
109324,Downtown,Card,3,1.18,27.05
109325,Suburb,Card,5,2.79,9.44
109326,Central,Cash,1,8.43,25.39
109327,Suburb,Cash,5,7.89,15.19
109328,Airport,Card,1,0.12,10.73
109329,East,Card,1,2.65,24.92
109330,Airport,Card,4,5.12,21.95
109331,East,Card,2,5.82,41.71
109332,Suburb,Cash,2,0.22,28.12
109333,Suburb,Cash,5,5.29,8.43
109334,Suburb,Cash,4,4.17,9.38
109335,South,Card,1,3.93,10.82
109336,Suburb,Cash,4,10.77,24.16
109337,Suburb,Card,1,2.1,5.88
109338,Airport,Cash,4,13.66,12.29
109339,Suburb,Card,3,2.82,13.66
109340,Suburb,Wallet,3,1.39,11.33
109341,East,Card,1,3.67,28.19
109342,Central,Card,2,3.22,14.63
109343,North,Cash,2,4.85,31.93
109344,Central,Card,5,3.0,11.19
109345,Central,Cash,5,4.88,50.66
109346,Downtown,Card,5,8.39,8.94
109347,Suburb,Cash,5,5.5,21.25
109348,North,Card,1,2.2,21.52
109349,West,Wallet,1,0.43,42.89
109350,North,Wallet,4,2.56,26.06
109351,West,Cash,1,5.09,16.31
109352,North,Card,1,6.46,10.84
109353,South,Cash,2,4.39,11.85
109354,South,Card,2,7.51,21.98
109355,Central,Card,1,5.12,30.11
109356,Airport,Cash,2,8.95,9.38
109357,East,Card,2,3.5,15.73
109358,West,Card,1,2.77,23.66
109359,Suburb,Card,4,29.01,13.97
109360,Central,Cash,5,5.19,14.34
109361,South,Card,5,3.09,14.44
109362,North,Cash,3,6.09,29.38
109363,East,Cash,2,2.86,14.39
109364,East,Card,5,4.89,39.08
109365,Central,Card,3,4.51,14.93
109366,Central,Card,3,10.57,57.8
109367,Airport,Cash,3,12.0,12.87
109368,North,Cash,5,4.69,26.84
109369,Central,Card,3,10.82,10.0
109370,North,Cash,5,2.55,35.65
109371,Airport,Cash,3,1.44,8.39
109372,East,Card,3,2.88,44.36
109373,Downtown,Card,2,6.5,18.97
109374,Downtown,Card,2,6.3,34.02
109375,South,Card,5,1.26,49.23
109376,North,Card,4,4.47,22.83
109377,East,Card,4,2.54,36.21
109378,South,Card,1,5.49,11.99
109379,Central,Cash,4,2.98,16.19
109380,North,Card,2,2.22,18.98
109381,West,Card,2,13.74,34.03
109382,Airport,Cash,5,9.48,10.44
109383,Airport,Card,4,16.64,36.15
109384,Downtown,Card,4,3.74,20.85
109385,North,Cash,5,6.43,26.16
109386,South,Cash,1,4.73,26.14
109387,South,Card,1,0.67,52.62
109388,North,Cash,3,12.44,48.24
109389,East,Card,2,5.78,13.39
109390,East,Wallet,1,11.26,37.26
109391,Suburb,Card,3,8.39,15.13
109392,East,Card,4,16.83,7.76
109393,West,Card,5,12.48,11.65
109394,West,Card,1,3.51,19.64
109395,North,Cash,5,3.57,18.12
109396,East,Cash,2,4.7,18.46
109397,East,Cash,1,4.91,17.23
109398,Airport,Cash,3,11.94,43.8
109399,Airport,Card,1,1.95,26.62
109400,Airport,Card,2,1.98,29.18
109401,West,Wallet,4,5.03,18.97
109402,Airport,Card,1,6.42,15.11
109403,West,Card,1,4.27,34.71
109404,North,Cash,3,3.26,17.46
109405,North,Card,5,5.1,26.41
109406,Suburb,Card,5,5.84,22.52
109407,Airport,Card,4,7.17,15.35
109408,East,Card,2,5.02,20.16
109409,Suburb,Card,1,1.41,16.37
109410,South,Card,2,6.0,20.61
109411,North,Card,5,5.36,25.81
109412,West,Card,5,1.01,16.45
109413,Central,Card,2,9.21,18.17
109414,Downtown,Card,1,14.98,26.99
109415,South,Card,3,4.31,10.71
109416,North,Card,1,3.2,18.95
109417,Airport,Card,3,5.19,21.59
109418,North,Card,4,11.6,10.42
109419,Airport,Card,2,2.41,38.45
109420,North,Cash,4,2.75,10.32
109421,North,Card,3,14.5,38.9
109422,South,Card,4,10.5,17.48
109423,West,Card,3,6.67,10.9
109424,West,Card,1,3.73,35.12
109425,Suburb,Card,1,0.52,13.11
109426,South,Card,3,1.58,16.15
109427,South,Card,4,5.72,20.4
109428,Central,Cash,2,1.57,42.47
109429,North,Card,2,6.06,36.87
109430,Central,Cash,1,1.49,9.44
109431,Central,Card,1,5.55,9.7
109432,North,Card,2,8.15,12.88
109433,North,Cash,1,1.55,17.01
109434,West,Card,5,6.76,15.92
109435,South,Card,1,4.05,21.43
109436,South,Card,1,1.63,32.51
109437,East,Card,4,15.15,24.69
109438,West,Wallet,4,5.37,34.13
109439,Central,Card,4,10.2,13.63
109440,East,Card,1,7.95,31.88
109441,Downtown,Card,1,8.92,7.49
109442,Airport,Cash,1,15.49,36.95
109443,Central,Card,5,5.61,36.53
109444,Downtown,Cash,1,6.81,16.22
109445,Downtown,Card,2,8.9,19.86
109446,Airport,Cash,2,3.55,16.76
109447,Central,Card,4,11.01,42.71
109448,South,Card,1,5.34,12.79
109449,Central,Cash,2,3.52,51.38
109450,Airport,Cash,3,2.68,33.73
109451,Central,Cash,1,3.69,11.43
109452,South,Card,5,3.93,49.85
109453,North,Card,4,7.45,14.62
109454,Suburb,Card,5,6.69,20.46
109455,North,Card,2,2.31,16.21
109456,North,Cash,1,4.1,20.71
109457,East,Cash,5,4.56,25.8
109458,South,Cash,2,6.34,12.05
109459,Downtown,Card,5,5.93,49.93
109460,Airport,Cash,1,4.6,9.99
109461,East,Card,5,9.08,22.38
109462,Suburb,Cash,4,5.93,15.66
109463,West,Cash,4,6.39,23.26
109464,West,Card,2,7.6,29.06
109465,Downtown,Card,2,4.61,31.05
109466,West,Card,3,2.24,32.82
109467,Central,Cash,4,1.11,25.07
109468,East,Card,1,3.77,34.13
109469,East,Cash,1,4.13,15.19
109470,North,Card,4,9.15,62.59
109471,Central,Card,2,6.26,22.39
109472,South,Cash,1,0.73,17.3
109473,Suburb,Card,3,6.04,13.92
109474,North,Card,2,3.04,18.16
109475,Airport,Card,3,7.93,16.37
109476,Airport,Card,4,17.52,15.17
109477,Airport,Card,5,8.76,26.69
109478,Central,Card,4,1.29,15.11
109479,East,Cash,3,6.15,10.52
109480,Central,Cash,3,1.93,13.78
109481,Suburb,Card,3,10.47,13.11
109482,Central,Cash,3,0.57,26.69
109483,Suburb,Card,1,10.63,25.14
109484,Suburb,Cash,2,8.46,35.58
109485,Suburb,Card,1,1.26,20.61
109486,Downtown,Card,4,4.53,11.98
109487,Suburb,Card,3,5.98,12.76
109488,West,Wallet,5,8.6,47.16
109489,Central,Card,1,3.53,39.77
109490,Suburb,Card,4,2.33,20.59
109491,Suburb,Card,3,10.79,10.63
109492,Suburb,Card,1,3.38,11.74
109493,Airport,Card,3,4.52,20.16
109494,Downtown,Cash,1,9.36,15.07
109495,North,Card,3,3.05,24.87
109496,North,Card,3,11.07,22.16
109497,Suburb,Card,3,4.49,17.61
109498,West,Cash,1,1.07,8.89
109499,Airport,Wallet,1,20.48,20.38
109500,Downtown,Card,3,3.9,13.52
109501,Suburb,Card,5,4.79,48.43
109502,Downtown,Cash,2,10.87,26.94
109503,East,Card,2,2.04,24.35
109504,Suburb,Card,4,5.95,23.29
109505,Central,Card,2,12.77,9.82
109506,Central,Card,5,3.23,40.04
109507,Airport,Card,2,14.46,17.18
109508,Airport,Card,2,4.64,30.01
109509,Downtown,Card,4,3.34,63.65
109510,Airport,Cash,4,3.5,26.86
109511,East,Cash,4,13.83,21.53
109512,North,Cash,4,7.1,13.96
109513,North,Cash,5,6.72,21.09
109514,Central,Card,4,2.88,20.53
109515,South,Card,4,0.06,6.6
109516,Downtown,Card,2,4.29,17.78
109517,Airport,Card,2,16.3,22.97
109518,North,Card,4,1.96,25.48
109519,Suburb,Card,4,13.51,20.44
109520,North,Card,3,6.45,17.75
109521,Airport,Card,2,9.64,10.3
109522,Airport,Card,2,3.52,11.86
109523,West,Card,5,5.37,21.88
109524,East,Card,5,2.02,14.85
109525,East,Cash,1,11.07,16.05
109526,East,Wallet,3,6.92,18.67
109527,North,Card,5,19.88,13.67
109528,Downtown,Wallet,3,17.95,27.37
109529,Central,Cash,2,3.83,17.03
109530,West,Cash,1,13.38,28.7
109531,South,Cash,1,4.84,7.29
109532,Suburb,Card,3,13.99,16.24
109533,Airport,Card,2,12.96,26.45
109534,Central,Card,5,9.76,9.39
109535,Central,Cash,3,5.54,39.83
109536,South,Card,3,5.39,29.95
109537,South,Card,3,1.03,11.71
109538,Airport,Wallet,2,7.02,22.09
109539,North,Card,4,4.4,10.23
109540,South,Cash,1,7.44,28.33
109541,South,Card,5,7.8,16.22
109542,Central,Wallet,1,3.32,25.28
109543,North,Cash,4,1.41,29.75
109544,Suburb,Card,1,3.98,17.87
109545,West,Card,1,3.84,9.52
109546,South,Card,2,5.32,34.02
109547,East,Card,1,7.21,10.59
109548,Central,Card,5,9.03,18.1
109549,East,Card,5,16.97,19.65
109550,Airport,Wallet,5,1.34,6.48
109551,South,Card,2,3.35,11.27
109552,Central,Wallet,2,1.88,9.28
109553,West,Card,4,2.29,28.39
109554,Central,Card,1,2.74,20.3
109555,North,Card,2,7.41,15.96
109556,Downtown,Card,2,6.72,23.16
109557,Airport,Card,4,1.48,24.29
109558,Suburb,Card,2,7.52,9.92
109559,Downtown,Cash,5,13.01,31.01
109560,Downtown,Cash,1,3.08,22.89
109561,Central,Wallet,4,2.52,11.85
109562,Suburb,Card,5,5.54,36.85
109563,Central,Card,2,8.09,7.96
109564,Central,Cash,1,9.09,28.7
109565,Airport,Card,4,4.93,23.14
109566,Downtown,Cash,1,0.33,5.25
109567,Airport,Card,3,3.48,28.83
109568,Suburb,Card,5,1.54,16.51
109569,West,Card,5,25.44,14.03
109570,Suburb,Card,1,2.79,20.48
109571,Suburb,Card,1,7.44,27.28
109572,West,Cash,2,6.36,17.22
109573,Central,Card,5,3.58,13.07
109574,Airport,Cash,2,12.04,13.09
109575,Central,Wallet,2,10.71,6.77
109576,Central,Card,4,11.59,9.98
109577,East,Card,1,2.46,16.64
109578,Airport,Wallet,3,0.65,38.0
109579,Airport,Card,4,17.68,18.29
109580,North,Cash,5,4.55,26.51
109581,East,Card,1,7.74,21.26
109582,East,Wallet,2,8.37,15.47
109583,Downtown,Card,5,2.26,22.1
109584,South,Card,2,2.89,20.46
109585,Central,Cash,4,4.78,23.96
109586,Central,Card,1,5.18,9.4
109587,East,Card,1,1.35,10.46
109588,North,Cash,2,1.83,10.28
109589,West,Cash,2,5.11,23.25
109590,East,Cash,3,2.24,19.86
109591,West,Card,5,9.13,12.46
109592,Suburb,Card,1,7.54,60.92
109593,North,Card,5,1.66,21.89
109594,East,Wallet,4,3.31,18.7
109595,West,Cash,2,5.42,25.36
109596,Downtown,Card,3,1.07,22.28
109597,West,Wallet,3,4.56,17.39
109598,Airport,Card,4,20.4,19.88
109599,Downtown,Card,4,11.79,16.12
109600,Downtown,Card,4,1.7,16.47
109601,West,Card,1,6.38,26.31
109602,North,Wallet,3,3.05,20.45
109603,North,Card,5,2.26,14.0
109604,Airport,Card,2,9.5,9.56
109605,East,Cash,5,4.45,15.01
109606,Central,Card,2,2.02,37.9
109607,Airport,Cash,2,9.36,33.44
109608,East,Card,1,6.2,36.17
109609,Suburb,Card,3,2.21,18.24
109610,North,Card,2,5.27,22.09
109611,West,Card,2,2.39,11.94
109612,East,Cash,4,5.73,32.67
109613,Suburb,Card,2,3.28,15.31
109614,East,Card,1,10.46,48.53
109615,Suburb,Card,4,10.16,32.45
109616,East,Card,5,3.0,39.16
109617,Airport,Card,1,16.31,15.65
109618,West,Cash,2,11.92,25.21
109619,South,Card,1,2.71,13.08
109620,Suburb,Cash,4,4.83,26.87
109621,East,Cash,4,4.31,12.28
109622,East,Cash,2,3.43,10.61
109623,Central,Cash,2,8.16,31.12
109624,West,Cash,1,6.37,12.84
109625,Central,Card,4,4.29,16.89
109626,North,Card,5,2.04,11.82
109627,Downtown,Card,5,4.3,34.14
109628,South,Wallet,2,2.93,13.73
109629,East,Card,1,10.6,19.01
109630,Downtown,Card,2,3.81,12.86
109631,South,Card,4,8.29,31.54
109632,North,Card,4,12.6,8.62
109633,North,Cash,5,3.79,23.49
109634,North,Card,5,9.69,53.18
109635,Airport,Card,1,3.3,23.81
109636,Downtown,Card,4,2.95,35.11
109637,East,Card,1,6.41,18.88
109638,Downtown,Card,4,4.53,57.59
109639,West,Wallet,2,11.0,28.19
109640,East,Cash,3,6.78,15.45
109641,East,Cash,2,6.03,41.64
109642,Central,Wallet,2,6.11,43.88
109643,Downtown,Card,1,4.99,10.86
109644,Downtown,Card,3,5.97,28.94
109645,Airport,Card,1,2.22,32.54
109646,Suburb,Card,2,0.23,18.47
109647,East,Card,1,8.8,26.68
109648,Airport,Card,5,0.66,30.6
109649,North,Cash,3,0.22,25.99
109650,South,Wallet,1,4.32,22.6
109651,South,Cash,1,3.67,44.75
109652,North,Card,5,1.82,47.95
109653,Suburb,Card,4,2.39,58.44
109654,Central,Cash,1,18.93,17.49
109655,Airport,Cash,2,13.12,6.89
109656,Central,Card,5,14.73,12.44
109657,North,Card,2,3.17,45.93
109658,Central,Cash,2,10.22,6.29
109659,Airport,Cash,2,2.72,39.17
109660,Airport,Card,5,2.76,16.3
109661,Airport,Card,1,4.78,27.78
109662,East,Card,1,1.99,26.48
109663,North,Cash,5,4.2,14.09
109664,Airport,Card,5,12.05,18.31
109665,East,Wallet,5,4.67,25.83
109666,Suburb,Card,4,5.86,21.01
109667,North,Card,2,1.96,33.52
109668,North,Card,1,2.34,36.59
109669,Downtown,Wallet,1,0.69,25.41
109670,North,Card,3,5.81,29.39
109671,North,Wallet,4,5.36,19.02
109672,Central,Card,5,9.54,17.66
109673,East,Cash,3,7.63,15.9
109674,Downtown,Card,4,3.3,10.03
109675,East,Card,1,1.87,20.82
109676,Downtown,Card,4,7.02,13.19
109677,East,Cash,5,6.77,28.37
109678,Central,Wallet,1,2.05,34.35
109679,East,Wallet,5,4.5,18.63
109680,West,Card,5,7.76,14.37
109681,East,Card,3,8.56,8.16
109682,West,Card,3,0.78,25.98
109683,East,Card,5,9.86,17.13
109684,Downtown,Wallet,2,8.16,44.63
109685,North,Cash,4,4.46,13.11
109686,Central,Card,1,6.69,48.1
109687,South,Cash,4,4.01,42.33
109688,West,Card,4,3.46,20.25
109689,West,Cash,4,2.42,38.9
109690,Downtown,Card,4,2.65,10.6
109691,East,Card,5,6.1,14.72
109692,Downtown,Card,4,2.58,24.18
109693,Airport,Cash,5,5.65,7.79
109694,Suburb,Card,1,5.83,5.95
109695,East,Cash,4,7.68,24.4
109696,East,Card,3,8.77,14.54
109697,Airport,Card,4,2.41,21.08
109698,Suburb,Cash,2,10.43,28.85
109699,North,Card,5,7.91,26.57
109700,South,Card,3,9.47,18.04
109701,Airport,Card,4,19.86,28.66
109702,Airport,Card,4,7.5,33.36
109703,Suburb,Cash,5,4.38,44.59
109704,South,Card,1,2.04,46.1
109705,Downtown,Cash,1,8.18,62.87
109706,South,Cash,2,2.02,6.57
109707,Central,Card,2,3.06,17.07
109708,Airport,Card,1,0.62,30.26
109709,West,Cash,1,9.5,18.17
109710,Airport,Card,1,4.12,25.86
109711,Central,Card,2,1.31,24.95
109712,North,Cash,5,9.52,35.1
109713,North,Card,4,7.98,10.23
109714,West,Card,2,2.56,17.57
109715,Airport,Card,2,7.12,12.32
109716,North,Card,3,7.01,23.81
109717,North,Cash,4,22.56,6.61
109718,North,Card,1,0.65,14.13
109719,East,Wallet,5,6.59,16.44
109720,West,Card,3,1.39,18.6
109721,Airport,Cash,3,8.37,20.2
109722,Downtown,Wallet,3,2.29,18.28
109723,West,Card,1,5.66,41.35
109724,East,Card,3,9.93,37.28
109725,West,Cash,1,2.26,7.28
109726,East,Card,1,0.91,14.79
109727,South,Card,3,7.37,26.29
109728,West,Cash,1,9.47,16.62
109729,Airport,Cash,2,9.22,25.62
109730,North,Cash,3,6.85,25.2
109731,East,Wallet,1,2.03,15.98
109732,Airport,Card,2,1.67,15.02
109733,West,Cash,5,4.87,13.54
109734,Downtown,Cash,5,6.12,27.49
109735,North,Wallet,1,5.32,12.18
109736,Central,Card,1,9.05,22.43
109737,South,Cash,1,8.06,27.61
109738,Downtown,Card,1,3.83,16.76
109739,South,Cash,5,12.91,9.38
109740,South,Cash,1,6.62,14.05
109741,Central,Wallet,2,13.12,20.25
109742,Suburb,Cash,1,14.56,29.06
109743,Downtown,Card,3,3.63,12.61
109744,South,Card,1,3.18,8.69
109745,South,Cash,1,8.97,16.84
109746,North,Card,5,9.42,9.7
109747,Suburb,Card,5,9.42,12.23
109748,Downtown,Wallet,5,1.27,18.83
109749,Suburb,Cash,2,3.07,10.72
109750,East,Card,2,3.91,50.59
109751,Suburb,Cash,3,13.71,9.39
109752,Central,Cash,3,2.04,16.5
109753,Downtown,Card,2,12.54,40.1
109754,Central,Cash,3,10.49,37.81
109755,East,Card,5,4.74,35.91
109756,South,Wallet,1,1.47,19.92
109757,Central,Wallet,1,12.65,6.04
109758,East,Card,3,0.44,25.13
109759,North,Card,5,1.71,14.41
109760,East,Cash,5,2.18,25.5
109761,Airport,Card,5,5.69,40.99
109762,East,Cash,3,4.25,23.55
109763,Airport,Card,1,6.3,19.62
109764,Airport,Card,4,11.24,43.31
109765,East,Card,1,0.28,16.95
109766,Airport,Card,1,5.08,6.32
109767,Airport,Card,2,1.7,27.16
109768,Airport,Card,3,1.95,12.57
109769,West,Wallet,4,8.68,10.94
109770,East,Cash,1,0.49,24.49
109771,Central,Card,5,3.97,34.68
109772,Central,Card,4,11.04,18.58
109773,East,Card,3,6.26,24.16
109774,Airport,Card,1,1.51,10.38
109775,Airport,Cash,4,4.5,24.9
109776,South,Cash,3,18.7,20.09
109777,Suburb,Cash,3,3.11,32.23
109778,West,Card,5,1.17,23.09
109779,Suburb,Cash,4,8.8,16.95
109780,East,Card,4,5.01,11.64
109781,Airport,Cash,5,5.56,23.93
109782,Central,Card,5,3.26,12.48
109783,South,Cash,1,4.81,9.16
109784,North,Card,3,2.22,36.36
109785,Airport,Cash,2,5.26,32.62
109786,South,Card,3,7.53,53.62
109787,Downtown,Card,2,8.54,24.97
109788,Downtown,Wallet,5,13.33,12.39
109789,West,Card,2,2.48,23.43
109790,Downtown,Wallet,4,3.78,17.9
109791,Suburb,Cash,2,1.14,94.8
109792,Airport,Card,5,4.86,18.86
109793,South,Cash,1,8.54,11.07
109794,North,Cash,1,5.45,16.5
109795,Central,Card,3,5.41,19.62
109796,South,Card,5,1.36,29.6
109797,South,Card,4,5.08,24.16
109798,North,Card,2,2.66,24.12
109799,East,Card,5,6.48,18.14
109800,Airport,Card,1,0.52,10.0
109801,Airport,Wallet,5,6.23,48.49
109802,South,Cash,2,5.9,31.82
109803,Airport,Cash,3,1.45,23.99
109804,Suburb,Card,5,5.36,36.25
109805,Central,Card,4,8.61,25.22
109806,West,Card,3,10.11,22.47
109807,Airport,Cash,4,10.7,6.01
109808,Airport,Cash,1,3.48,34.3
109809,Suburb,Wallet,3,12.5,30.9
109810,South,Card,1,1.42,15.84
109811,North,Card,2,11.19,25.44
109812,Suburb,Wallet,5,6.96,20.04
109813,South,Card,3,1.62,33.67
109814,Airport,Cash,4,10.92,71.65
109815,North,Card,3,7.94,9.02
109816,Suburb,Cash,5,7.79,12.54
109817,East,Cash,3,14.82,18.47
109818,West,Card,2,4.82,15.62
109819,Airport,Card,5,1.8,13.01
109820,North,Wallet,1,3.39,30.31
109821,North,Cash,1,2.33,27.64
109822,Suburb,Card,4,11.44,9.56
109823,Suburb,Card,5,6.54,24.84
109824,Suburb,Cash,1,1.34,25.74
109825,Suburb,Card,4,7.17,18.07
109826,Downtown,Card,1,5.54,52.64
109827,Downtown,Cash,4,7.95,14.97
109828,South,Card,4,2.92,15.16
109829,Downtown,Card,4,13.38,12.68
109830,Suburb,Card,2,6.83,30.59
109831,Suburb,Card,3,13.69,47.08
109832,North,Card,4,6.62,14.69
109833,Downtown,Cash,5,1.62,33.93
109834,East,Card,3,2.63,30.57
109835,South,Card,5,8.92,29.5
109836,Central,Cash,5,6.34,32.13
109837,Airport,Card,4,7.22,12.98
109838,Central,Card,3,0.4,18.0
109839,West,Card,2,6.53,43.23
109840,Central,Cash,4,4.42,33.02
109841,North,Card,4,2.14,13.83
109842,South,Card,1,9.42,10.63
109843,West,Wallet,2,5.96,38.83
109844,East,Cash,2,9.89,15.84
109845,Downtown,Card,2,5.05,28.2
109846,Downtown,Cash,4,8.99,11.36
109847,South,Card,4,0.83,34.69
109848,West,Card,5,3.36,50.3
109849,North,Cash,4,7.54,38.27
109850,Downtown,Card,4,4.18,12.84
109851,East,Cash,1,1.64,27.31
109852,South,Card,2,1.7,13.7
109853,Airport,Cash,3,6.89,7.37
109854,North,Card,4,10.21,9.77
109855,Central,Card,5,10.7,8.93
109856,East,Wallet,1,1.59,9.5
109857,East,Wallet,2,6.4,21.0
109858,Central,Card,1,3.42,11.21
109859,East,Cash,3,1.99,20.41
109860,South,Cash,4,3.42,17.3
109861,Suburb,Card,2,6.65,12.11
109862,North,Card,3,16.64,11.5
109863,South,Cash,3,8.49,20.4
109864,South,Card,1,7.17,21.22
109865,Airport,Card,1,3.36,14.4
109866,East,Card,3,6.99,34.95
109867,South,Card,5,7.47,9.72
109868,South,Cash,2,1.78,7.2
109869,North,Cash,3,3.65,26.45
109870,East,Card,5,3.71,6.65
109871,Downtown,Card,1,10.05,13.45
109872,South,Wallet,2,2.23,20.47
109873,Airport,Card,4,12.45,15.61
109874,North,Card,1,6.52,15.56
109875,Central,Cash,5,7.2,48.25
109876,South,Cash,2,6.97,14.12
109877,Airport,Cash,1,7.39,8.51
109878,Central,Card,3,10.67,48.94
109879,East,Card,1,4.04,32.1
109880,Central,Card,3,3.78,18.74
109881,East,Cash,5,2.67,7.47
109882,Suburb,Card,1,0.96,9.16
109883,West,Wallet,2,5.59,28.76
109884,South,Card,4,13.03,10.41
109885,Suburb,Card,5,7.23,17.15
109886,Downtown,Card,3,6.2,14.02
109887,Suburb,Cash,1,2.55,37.56
109888,Downtown,Wallet,4,2.64,14.75
109889,West,Cash,3,2.36,49.5
109890,North,Card,1,0.9,14.55
109891,North,Cash,2,4.14,24.31
109892,Airport,Cash,5,2.86,19.07
109893,Downtown,Card,1,14.92,13.58
109894,South,Wallet,4,1.74,18.36
109895,West,Card,2,9.2,19.05
109896,Downtown,Card,1,13.98,7.85
109897,East,Card,3,6.11,18.02
109898,Suburb,Card,3,5.5,7.34
109899,North,Card,2,1.85,6.82
109900,Suburb,Card,4,0.25,35.23
109901,Suburb,Cash,3,8.86,34.15
109902,Suburb,Card,2,1.65,24.55
109903,Airport,Cash,1,2.1,19.35
109904,North,Card,4,8.7,8.98
109905,Downtown,Cash,4,1.2,29.59
109906,Airport,Card,1,10.37,24.16
109907,Airport,Cash,4,15.9,57.16
109908,West,Card,2,11.42,9.21
109909,South,Cash,3,1.33,6.32
109910,Central,Card,1,7.27,23.08
109911,Central,Cash,4,7.37,10.25
109912,Central,Card,5,10.3,17.05
109913,Central,Card,5,3.63,14.41
109914,Downtown,Card,2,8.46,46.26
109915,West,Card,4,14.6,11.59
109916,Airport,Cash,4,7.89,22.27
109917,North,Card,3,12.07,17.39
109918,South,Card,4,9.77,23.83
109919,West,Cash,1,0.72,30.29
109920,South,Card,5,8.04,20.24
109921,West,Card,2,4.28,20.68
109922,Airport,Cash,2,2.97,9.38
109923,Downtown,Card,4,1.37,60.54
109924,West,Card,1,5.31,31.69
109925,East,Card,3,9.19,39.48
109926,North,Cash,4,2.52,8.07
109927,East,Card,4,10.52,27.62
109928,East,Card,2,11.55,11.17
109929,East,Card,4,6.59,48.87
109930,Central,Card,1,8.3,20.85
109931,Downtown,Cash,4,2.85,12.16
109932,Downtown,Card,5,9.52,32.03
109933,Downtown,Cash,2,6.91,17.1
109934,Central,Card,1,6.3,10.58
109935,Downtown,Card,1,8.33,26.26
109936,Suburb,Wallet,2,6.69,16.56
109937,West,Cash,3,11.0,32.43
109938,West,Card,5,5.56,25.31
109939,Airport,Cash,5,3.49,14.43
109940,South,Card,4,1.52,58.4
109941,North,Card,1,6.76,8.14
109942,Suburb,Cash,3,3.01,12.24
109943,Airport,Cash,1,2.94,35.57
109944,Downtown,Card,2,2.28,19.47
109945,East,Card,5,0.55,19.88
109946,Downtown,Card,3,10.51,17.76
109947,North,Card,3,0.42,16.26
109948,Airport,Cash,3,1.18,21.51
109949,South,Cash,2,3.02,16.14
109950,West,Cash,1,6.3,28.36
109951,North,Cash,1,5.81,12.54
109952,Airport,Cash,1,0.57,11.81
109953,East,Cash,5,12.07,11.31
109954,South,Cash,1,8.24,11.28
109955,East,Cash,3,4.51,35.34
109956,Airport,Card,4,5.56,26.63
109957,Suburb,Card,2,3.94,33.03
109958,Suburb,Card,1,2.55,42.48
109959,North,Card,2,9.98,8.31
109960,North,Card,4,6.33,16.0
109961,South,Card,4,10.79,14.6
109962,North,Cash,2,8.24,58.39
109963,Central,Card,3,4.69,7.63
109964,Airport,Card,3,3.47,26.01
109965,South,Cash,4,5.96,19.99
109966,South,Cash,5,6.74,7.03
109967,Downtown,Card,5,1.51,14.07
109968,Central,Wallet,2,6.92,9.97
109969,Central,Card,2,0.74,13.97
109970,Downtown,Card,3,1.99,12.67
109971,North,Card,2,7.55,17.3
109972,South,Cash,2,5.57,30.02
109973,West,Cash,5,2.92,15.81
109974,West,Card,1,5.74,19.79
109975,Airport,Card,4,0.74,36.14
109976,East,Cash,5,1.63,63.21
109977,Downtown,Card,2,2.47,37.98
109978,West,Wallet,5,2.77,38.14
